policy,program_id,class,call_index,submit_ns,first_token_ns,finish_ns,queue_wait_ns,decode_ns,call_ns,prompt_tokens,output_tokens
plas,p00000,lats,0,37954567568471,37954631807407,37954963898301,64238936,332090894,396329830,356,37
plas,p00000,lats,4,37954568435757,37954637577466,37954996098651,69141709,358521185,427662894,512,40
plas,p00000,lats,3,37954568230125,37954637567841,37955065031510,69337716,427463669,496801385,508,48
plas,p00000,lats,2,37954568102203,37954637557551,37955116436352,69455348,478878801,548334149,265,54
plas,p00000,lats,1,37954567907721,37954637545409,37955374799310,69637688,737253901,806891589,258,88
plas,p00000,lats,5,37955465578428,37955528685607,37955781096033,63107179,252410426,315517605,337,28
plas,p00000,lats,8,37955582645877,37955619345587,37955919596972,36699710,300251385,336951095,516,36
plas,p00000,lats,7,37955559837423,37955615974963,37955971683645,56137540,355708682,411846222,480,43
plas,p00000,lats,9,37955486416442,37955528694133,37956581726569,42277691,1053032436,1095310127,551,121
plas,p00000,lats,6,37955457493617,37955524063037,37956596214007,66569420,1072150970,1138720390,643,124
plas,p00000,lats,14,37956615874275,37956670381218,37956952934121,54506943,282552903,337059846,475,32
plas,p00000,lats,11,37956622653994,37956673466978,37957152345353,50812984,478878375,529691359,253,54
plas,p00000,lats,10,37956735610826,37956764296556,37957222016047,28685730,457719491,486405221,719,53
plas,p00000,lats,12,37956703424831,37956732402558,37957401700343,28977727,669297785,698275512,227,77
plas,p00000,lats,13,37956879017585,37956911246265,37957462218204,32228680,550971939,583200619,436,66
plas,p00000,lats,16,37957829799108,37957865315206,37958240766093,35516098,375450887,410966985,381,44
plas,p00000,lats,18,37957875470577,37957905776744,37958249203805,30306167,343427061,373733228,571,41
plas,p00000,lats,15,37957535376191,37957569766765,37958586991607,34390574,1017224842,1051615416,418,116
plas,p00000,lats,19,37957650435651,37957682661674,37958776389065,32226023,1093727391,1125953414,279,126
plas,p00000,lats,17,37957464866406,37957498855372,37958951051325,33988966,1452195953,1486184919,460,169
plas,p00000,lats,23,37958954655091,37958995061230,37959549053350,40406139,553992120,594398259,669,64
plas,p00000,lats,22,37959234439200,37959265231896,37959833862758,30792696,568630862,599423558,529,67
plas,p00000,lats,21,37959107017858,37959134515763,37959912327867,27497905,777812104,805310009,132,91
plas,p00000,lats,24,37959038178256,37959085792234,37960161891128,47613978,1076098894,1123712872,341,126
plas,p00000,lats,20,37959054493150,37959089208973,37960207696381,34715823,1118487408,1153203231,344,131
plas,p00000,lats,26,37960245241786,37960312158168,37960639843336,66916382,327685168,394601550,305,39
plas,p00000,lats,25,37960249769928,37960312169774,37960639953721,62399846,327783947,390183793,275,39
plas,p00000,lats,28,37960379035744,37960408868704,37960821598342,29832960,412729638,442562598,418,49
plas,p00000,lats,27,37960235417032,37960293144795,37960840311343,57727763,547166548,604894311,837,63
plas,p00000,lats,29,37960270166818,37960315575668,37961196849983,45408850,881274315,926683165,457,108
plas,p00000,lats,30,37961211515084,37961266872444,37961650539699,55357360,383667255,439024615,307,45
plas,p00000,lats,33,37961225444822,37961271749895,37961806766117,46305073,535016222,581321295,245,62
plas,p00000,lats,34,37961220614276,37961271740147,37961849780045,51125871,578039898,629165769,436,67
plas,p00000,lats,31,37961213174800,37961271728767,37961961468490,58553967,689739723,748293690,420,80
plas,p00000,lats,32,37961336538297,37961376469109,37962227706382,39930812,851237273,891168085,453,104
plas,p00000,lats,36,37962274359369,37962311257076,37962649449211,36897707,338192135,375089842,415,40
plas,p00000,lats,38,37962405091728,37962443447790,37962851860796,38356062,408413006,446769068,226,46
plas,p00000,lats,39,37962415103452,37962451231326,37963169248429,36127874,718017103,754144977,337,82
plas,p00001,lats,3,37962796912419,37962838421866,37963332069138,41509447,493647272,535156719,381,59
plas,p00000,lats,37,37962348840632,37962371546207,37963374941362,22705575,1003395155,1026100730,385,114
plas,p00001,lats,1,37962796649546,37962838403902,37963375077955,41754356,536674053,578428409,227,64
plas,p00000,lats,35,37962678793179,37962712133404,37963452355513,33340225,740222109,773562334,476,86
plas,p00001,lats,0,37962796422733,37962838394230,37963485582098,41971497,647187868,689159365,456,75
plas,p00001,lats,4,37962797004412,37962838431196,37963717741547,41426784,879310351,920737135,579,100
plas,p00000,lats,41,37963559293218,37963589739037,37963985835386,30445819,396096349,426542168,114,47
plas,p00001,lats,2,37962796809868,37962838413002,37964037844181,41603134,1199431179,1241034313,278,134
plas,p00000,lats,43,37963457003084,37963506051142,37964107856236,49048058,601805094,650853152,717,67
plas,p00000,lats,40,37963485795186,37963527049404,37964107977029,41254218,580927625,622181843,441,65
plas,p00000,lats,44,37963468604513,37963522908760,37964252209346,54304247,729300586,783604833,476,81
plas,p00002,bfcl,0,37963987298753,37964038002903,37964264007915,50704150,226005012,276709162,1423,26
plas,p00000,lats,42,37963497335978,37963527058339,37964435168037,29722361,908109698,937832059,631,99
plas,p00002,bfcl,1,37964399701563,37964435342097,37964655392977,35640534,220050880,255691414,776,26
plas,p00001,lats,9,37964221700668,37964256849093,37964826932774,35148425,570083681,605232106,261,64
plas,p00000,lats,48,37964449840631,37964477436968,37964843994519,27596337,366557551,394153888,535,43
plas,p00000,lats,46,37964620041345,37964647850371,37964921790035,27809026,273939664,301748690,532,33
plas,p00002,bfcl,2,37964964562926,37965046758160,37965163090373,82195234,116332213,198527447,291,15
plas,p00001,lats,5,37964370193190,37964407085737,37965188873474,36892547,781787737,818680284,530,84
plas,p00000,lats,45,37964484207389,37964513279709,37965223609943,29072320,710330234,739402554,512,77
plas,p00000,lats,47,37964477541954,37964509076740,37965241051114,31534786,731974374,763509160,497,80
plas,p00000,lats,49,37964543758458,37964573710922,37965378744438,29952464,805033516,834985980,519,88
plas,p00002,bfcl,3,37965303847157,37965328360027,37965465241643,24512870,136881616,161394486,609,17
plas,p00001,lats,6,37964150337150,37964182244863,37965517462753,31907713,1335217890,1367125603,199,146
plas,p00001,lats,8,37964967008774,37965046763798,37965636077354,79755024,589313556,669068580,244,67
plas,p00001,lats,7,37964045864465,37964073992613,37965696073054,28128148,1622080441,1650208589,398,176
plas,p00000,lats,51,37965470723199,37965491666393,37965754480851,20943194,262814458,283757652,241,27
plas,p00000,lats,54,37965515530822,37965554055476,37966120579541,38524654,566524065,605048719,1192,62
plas,p00000,lats,52,37965564298021,37965594954127,37966129599497,30656106,534645370,565301476,432,60
plas,p00001,lats,14,37965784410131,37965812506176,37966146410891,28096045,333904715,362000760,742,39
plas,p00001,lats,10,37965712085201,37965746910633,37966154965865,34825432,408055232,442880664,174,47
plas,p00000,lats,50,37965547300243,37965591035508,37966172225543,43735265,581190035,624925300,537,66
plas,p00000,lats,53,37965567960515,37965594963439,37966249902522,27002924,654939083,681942007,459,74
plas,p00003,bfcl,0,37966025846563,37966061855693,37966358768419,36009130,296912726,332921856,573,33
plas,p00001,lats,13,37965844440423,37965871219449,37966553164677,26779026,681945228,708724254,273,75
plas,p00002,bfcl,4,37966523737947,37966560780815,37966894017280,37042868,333236465,370279333,601,37
plas,p00000,lats,57,37966305701138,37966335551411,37966936689839,29850273,601138428,630988701,656,67
plas,p00001,lats,12,37965699723968,37965744021786,37966971549665,44297818,1227527879,1271825697,906,136
plas,p00001,lats,11,37966588990227,37966640174657,37966971696747,51184430,331522090,382706520,534,40
plas,p00000,lats,59,37966287382572,37966335531406,37967079792182,48148834,744260776,792409610,502,80
plas,p00000,lats,56,37966555546214,37966585712818,37967123395404,30166604,537682586,567849190,570,58
plas,p00000,lats,55,37966280768023,37966330630982,37967191219555,49862959,860588573,910451532,434,94
plas,p00001,lats,19,37967040014632,37967079852380,37967453598893,39837748,373746513,413584261,662,42
plas,p00003,bfcl,1,37966970453747,37967005434573,37967459088189,34980826,453653616,488634442,349,49
plas,p00001,lats,17,37967071238016,37967098073427,37967560306298,26835411,462232871,489068282,490,53
plas,p00002,bfcl,5,37967234385398,37967269061618,37967612609607,34676220,343547989,378224209,783,39
plas,p00001,lats,16,37967019696084,37967064103515,37967675778824,44407431,611675309,656082740,391,69
plas,p00001,lats,18,37967057791730,37967094527460,37967675876315,36735730,581348855,618084585,331,67
plas,p00000,lats,58,37966298546673,37966335541391,37967684259605,36994718,1348718214,1385712932,212,148
plas,p00003,bfcl,2,37967586976777,37967617314773,37967784189965,30337996,166875192,197213188,658,18
plas,p00001,lats,15,37967425070384,37967459191275,37968027342315,34120891,568151040,602271931,499,62
plas,p00002,bfcl,6,37967801459715,37967847119249,37968101744552,45659534,254625303,300284837,1213,30
plas,p00000,lats,63,37967718764479,37967773630015,37968230873105,54865536,457243090,512108626,525,51
plas,p00003,bfcl,3,37967830319467,37967864630840,37968230983503,34311373,366352663,400664036,935,42
plas,p00002,bfcl,7,37968194945442,37968219254930,37968397227718,24309488,177972788,202282276,496,20
plas,p00000,lats,61,37967707639267,37967757695189,37968408934034,50055922,651238845,701294767,226,72
plas,p00000,lats,64,37967741973165,37967776847337,37968417658927,34874172,640811590,675685762,186,71
plas,p00000,lats,60,37967859923501,37967881087280,37968452068607,21163779,570981327,592145106,293,65
plas,p00003,bfcl,4,37968370040346,37968402208491,37968571992573,32168145,169784082,201952227,543,21
plas,p00000,lats,62,37967813819008,37967859820760,37968710434303,46001752,850613543,896615295,348,97
plas,p00001,lats,21,37968237737509,37968262995706,37968743718651,25258197,480722945,505981142,251,55
plas,p00003,bfcl,5,37968681632033,37968710591748,37969010381415,28959715,299789667,328749382,945,31
plas,p00002,bfcl,8,37968855767425,37968883535121,37969050480343,27767696,166945222,194712918,540,19
plas,p00001,lats,22,37968211985533,37968236552535,37969167604812,24567002,931052277,955619279,383,102
plas,p00001,lats,24,37968158225773,37968184826660,37969277942304,26600887,1093115644,1119716531,887,121
plas,p00000,lats,67,37968800765892,37968838078616,37969398048529,37312724,559969913,597282637,569,64
plas,p00001,lats,20,37968043100684,37968077103429,37969423533044,34002745,1346429615,1380432360,249,150
plas,p00000,lats,65,37968795704266,37968838068633,37969449334572,42364367,611265939,653630306,578,70
plas,p00000,lats,68,37968962929237,37968995309516,37969483562488,32380279,488252972,520633251,335,57
plas,p00003,bfcl,6,37969059910791,37969085896690,37969492325297,25985899,406428607,432414506,313,48
plas,p00000,lats,69,37968786673308,37968832934597,37969518122490,46261289,685187893,731449182,582,79
plas,p00001,lats,23,37968593918176,37968624176151,37969638401441,30257975,1014225290,1044483265,361,114
plas,p00000,lats,66,37968736930593,37968769088114,37969696607280,32157521,927519166,959676687,682,102
plas,p00003,bfcl,7,37969667915459,37969701585243,37969952981665,33669784,251396422,285066206,753,29
plas,p00001,lats,29,37969648979802,37969696694266,37970172495899,47714464,475801633,523516097,548,54
plas,p00003,bfcl,8,37969962319781,37969992983401,37970190147281,30663620,197163880,227827500,409,23
plas,p00002,bfcl,9,37969786219104,37969811802995,37970274616439,25583891,462813444,488397335,604,52
plas,p00001,lats,25,37969693802704,37969719220507,37970283110595,25417803,563890088,589307891,367,63
plas,p00000,lats,73,37969847476917,37969874897547,37970283244815,27420630,408347268,435767898,709,46
plas,p00001,lats,26,37969825021051,37969853870265,37970334977566,28849214,481107301,509956515,401,54
plas,p00001,lats,27,37969671624855,37969701597370,37970386242417,29972515,684645047,714617562,330,77
plas,p00000,lats,70,37969958583643,37969992992848,37970436850427,34409205,443857579,478266784,507,50
plas,p00000,lats,74,37970111078158,37970147713319,37970487940183,36635161,340226864,376862025,358,39
plas,p00002,bfcl,10,37970398827147,37970429682404,37970583065618,30855257,153383214,184238471,403,19
plas,p00001,lats,28,37969847602149,37969874891145,37970660037279,27288996,785146134,812435130,278,89
plas,p00003,bfcl,9,37970227050750,37970259843942,37970819334716,32793192,559490774,592283966,1414,61
plas,p00002,bfcl,11,37970752472069,37970776347890,37970980212126,23875821,203864236,227740057,693,24
plas,p00000,lats,71,37969756724181,37969780933200,37970997467700,24209019,1216534500,1240743519,537,133
plas,p00001,lats,34,37970668726163,37970723636813,37971023342994,54910650,299706181,354616831,1019,34
plas,p00001,lats,32,37970690002253,37970740247248,37971101241657,50244995,360994409,411239404,526,42
plas,p00001,lats,30,37970675647701,37970740236423,37971126834275,64588722,386597852,451186574,583,45
plas,p00000,lats,72,37969733933111,37969763852220,37971152966146,29919109,1389113926,1419033035,964,153
plas,p00000,lats,78,37971197217722,37971230170423,37971463518439,32952701,233348016,266300717,773,28
plas,p00003,bfcl,10,37970847361321,37970877443070,37971472316922,30081749,594873852,624955601,683,68
plas,p00001,lats,33,37970733864933,37970758232859,37971562818535,24367926,804585676,828953602,238,91
plas,p00001,lats,31,37970705047837,37970754889455,37971571787994,49841618,816898539,866740157,260,93
plas,p00000,lats,76,37971299085909,37971326761509,37971719595560,27675600,392834051,420509651,412,44
plas,p00000,lats,79,37971158727664,37971188087219,37971723162345,29359555,535075126,564434681,142,60
plas,p00001,lats,35,37971588529531,37971615569836,37971876510054,27040305,260940218,287980523,721,29
plas,p00000,lats,75,37971192418995,37971225289910,37971945851804,32870915,720561894,753432809,342,82
plas,p00001,lats,38,37971619715739,37971652874020,37972014667215,33158281,361793195,394951476,326,42
plas,p00001,lats,36,37971660085101,37971687792663,37972118199517,27707562,430406854,458114416,354,50
plas,p00002,bfcl,12,37971799617426,37971832188051,37972126546680,32570625,294358629,326929254,490,35
plas,p00003,bfcl,11,37971839354884,37971869306854,37972204732153,29951970,335425299,365377269,877,40
plas,p00001,lats,37,37971696887699,37971723246626,37972292416401,26358927,569169775,595528702,351,65
plas,p00000,lats,77,37971498878217,37971529598760,37972301431490,30720543,771832730,802553273,290,87
plas,p00002,bfcl,13,37972216246507,37972250578227,37972448404423,34331720,197826196,232157916,639,21
plas,p00003,bfcl,12,37972307791590,37972358851234,37972549146018,51059644,190294784,241354428,1146,22
plas,p00002,bfcl,14,37972480023286,37972509846474,37972593071065,29823188,83224591,113047779,543,11
plas,p00000,lats,83,37972341222538,37972377431098,37972670030699,36208560,292599601,328808161,454,34
plas,p00001,lats,39,37971605848495,37971649588059,37972713417338,43739564,1063829279,1107568843,791,119
plas,p00000,lats,82,37972399714301,37972422076337,37972826360675,22362036,404284338,426646374,199,47
plas,p00000,lats,80,37972421575175,37972448488980,37973152550787,26913805,704061807,730975612,537,77
plas,p00000,lats,84,37972537727930,37972568143049,37973204643935,30415119,636500886,666916005,316,70
plas,p00000,lats,81,37972332630469,37972373822459,37973239575990,41191990,865753531,906945521,555,95
plas,p00001,lats,40,37972865081582,37972913308993,37973256248413,48227411,342939420,391166831,555,39
plas,p00004,lats,1,37972875165540,37972930199453,37973287029915,55033913,356830462,411864375,530,41
plas,p00002,bfcl,15,37972899839523,37972943300783,37973336714788,43461260,393414005,436875265,571,44
plas,p00001,lats,41,37972816881613,37972855711007,37973341369766,38829394,485658759,524488153,623,51
plas,p00004,lats,2,37972875242385,37972930204928,37973419588074,54962543,489383146,544345689,765,55
plas,p00004,lats,4,37972875354839,37972930215869,37973437187622,54861030,506971753,561832783,193,57
plas,p00001,lats,42,37972916461664,37972946901306,37973454597362,30439642,507696056,538135698,319,57
plas,p00004,lats,0,37972875041550,37972930193496,37973462952579,55151946,532759083,587911029,263,60
plas,p00003,bfcl,13,37973206925081,37973239681187,37973546431602,32756106,306750415,339506521,976,34
plas,p00005,bfcl,0,37973311914010,37973341458310,37973772231879,29544300,430773569,460317869,1092,50
plas,p00000,lats,89,37973252643056,37973287114811,37973806622497,34471755,519507686,553979441,585,59
plas,p00000,lats,85,37973380663030,37973411901599,37973880437993,31238569,468536394,499774963,490,53
plas,p00000,lats,88,37973306507735,37973341463647,37973996078654,34955912,654615007,689570919,537,73
plas,p00003,bfcl,14,37973851543435,37973885196724,37974030596572,33653289,145399848,179053137,512,16
plas,p00000,lats,86,37973478639258,37973511997609,37974125113211,33358351,613115602,646473953,459,69
plas,p00001,lats,43,37973582582538,37973606811309,37974150803107,24228771,543991798,568220569,417,61
plas,p00001,lats,44,37973294945584,37973336790899,37974221398658,41845315,884607759,926453074,302,99
plas,p00002,bfcl,16,37973939103948,37973985121624,37974266932575,46017676,281810951,327828627,384,32
plas,p00005,bfcl,1,37973947246697,37973990326436,37974299317309,43079739,308990873,352070612,1360,33
plas,p00004,lats,3,37972875303126,37972930210757,37974319185273,54907631,1388974516,1443882147,273,152
plas,p00000,lats,87,37973307831548,37973341468346,37974413371782,33636798,1071903436,1105540234,405,117
plas,p00003,bfcl,15,37974190695348,37974221471598,37974421773763,30776250,200302165,231078415,436,21
plas,p00002,bfcl,17,37974316198989,37974347469435,37974664657902,31270446,317188467,348458913,548,37
plas,p00001,lats,46,37974256911059,37974299387978,37974679276156,42476919,379888178,422365097,635,43
plas,p00001,lats,48,37974327514682,37974359793089,37974683521812,32278407,323728723,356007130,355,38
plas,p00001,lats,45,37974270204349,37974302771307,37974718213861,32566958,415442554,448009512,508,47
plas,p00004,lats,9,37974436320046,37974458942156,37974718288939,22622110,259346783,281968893,351,30
plas,p00003,bfcl,16,37974542768982,37974566193557,37974797151902,23424575,230958345,254382920,949,27
plas,p00005,bfcl,2,37974585336599,37974612285071,37974895237493,26948472,282952422,309900894,801,31
plas,p00000,lats,91,37974465086495,37974493762464,37974918889788,28675969,425127324,453803293,304,46
plas,p00001,lats,49,37974326549234,37974359787984,37974939430853,33238750,579642869,612881619,336,65
plas,p00005,bfcl,3,37974898882788,37974923002117,37974982556088,24119329,59553971,83673300,453,8
plas,p00000,lats,93,37974522879108,37974548307609,37975085593916,25428501,537286307,562714808,272,60
plas,p00003,bfcl,17,37974860563951,37974886927025,37975094419004,26363074,207491979,233855053,666,25
plas,p00004,lats,5,37974581426028,37974612290226,37975103192437,30864198,490902211,521766409,332,55
plas,p00002,bfcl,18,37974796518881,37974848782699,37975171343004,52263818,322560305,374824123,821,39
plas,p00007,bfcl,0,37974821383862,37974852011451,37975171403140,30627589,319391689,350019278,697,38
plas,p00004,lats,7,37974334598614,37974362721702,37975248614083,28123088,885892381,914015469,600,100
plas,p00000,lats,92,37974588330876,37974612294864,37975325321634,23963988,713026770,736990758,484,80
plas,p00004,lats,6,37974897598096,37974923007169,37975415347818,25409073,492340649,517749722,625,57
plas,p00001,lats,47,37974237958504,37974284040285,37975492244233,46081781,1208203948,1254285729,219,135
plas,p00000,lats,90,37974787834143,37974834175553,37975572415108,46341410,738239555,784580965,557,83
plas,p00005,bfcl,4,37975286151051,37975317923577,37975588583257,31772526,270659680,302432206,411,30
plas,p00002,bfcl,19,37975321067516,37975348459799,37975631559022,27392283,283099223,310491506,405,32
plas,p00007,bfcl,1,37975490500952,37975541887081,37975669788952,51386129,127901871,179288000,335,16
plas,p00007,bfcl,2,37975761002289,37975791919299,37975916408721,30917010,124489422,155406432,598,14
plas,p00005,bfcl,5,37975757677389,37975791928973,37975941983092,34251584,150054119,184305703,245,17
plas,p00004,lats,8,37974629283961,37974656145412,37975950378185,26861451,1294232773,1321094224,178,141
plas,p00001,lats,53,37975545628504,37975572539224,37976083067447,26910720,510528223,537438943,274,54
plas,p00008,bfcl,0,37975837673781,37975865959841,37976109122663,28286060,243162822,271448882,573,26
plas,p00001,lats,51,37975738403196,37975788171636,37976203975519,49768440,415803883,465572323,536,44
plas,p00006,sharegpt,0,37974654199615,37974683608412,37976230344033,29408797,1546735621,1576144418,252,166
plas,p00004,lats,12,37976042198054,37976066845504,37976256726306,24647450,189880802,214528252,356,20
plas,p00002,bfcl,20,37975860514392,37975898410948,37976268142516,37896556,369731568,407628124,730,40
plas,p00001,lats,52,37975511003108,37975545528890,37976286198620,34525782,740669730,775195512,637,78
plas,p00007,bfcl,3,37975979440996,37976018374351,37976286286720,38933355,267912369,306845724,633,29
plas,p00001,lats,50,37975868135926,37975901288325,37976366432081,33152399,465143756,498296155,853,50
