policy,program_id,class,call_index,submit_ns,first_token_ns,finish_ns,queue_wait_ns,decode_ns,call_ns,prompt_tokens,output_tokens
agentix_core,p00000,lats,0,41933155400270,41933249811068,41933938043848,94410798,688232780,782643578,356,37
agentix_core,p00000,lats,4,41933156464541,41933259918473,41934007435412,103453932,747516939,850970871,512,40
agentix_core,p00000,lats,3,41933156264450,41933259909222,41934144389019,103644772,884479797,988124569,508,48
agentix_core,p00000,lats,2,41933156098952,41933259897423,41934246107451,103798471,986210028,1090008499,265,54
agentix_core,p00000,lats,1,41933155865927,41933249834780,41934803964514,93968853,1554129734,1648098587,258,88
agentix_core,p00000,lats,5,41934895596901,41934970336522,41935436096263,74739621,465759741,540499362,337,28
agentix_core,p00000,lats,8,41935013190757,41935055070378,41935659862569,41879621,604792191,646671812,516,36
agentix_core,p00000,lats,7,41934988539578,41935090206258,41935813199663,101666680,722993405,824660085,480,43
agentix_core,p00000,lats,9,41934915939442,41934970348547,41937083409319,54409105,2113060772,2167469877,551,121
agentix_core,p00000,lats,6,41934886650856,41934966359589,41937114154188,79708733,2147794599,2227503332,643,124
agentix_core,p00000,lats,14,41937133786100,41937198833823,41937727409940,65047723,528576117,593623840,475,32
agentix_core,p00000,lats,11,41937139837728,41937201570380,41938122446168,61732652,920875788,982608440,253,54
agentix_core,p00000,lats,10,41937254348737,41937294732962,41938190504955,40384225,895771993,936156218,719,53
agentix_core,p00000,lats,13,41937396417219,41937452808675,41938566295634,56391456,1113486959,1169878415,436,66
agentix_core,p00000,lats,12,41937221814598,41937290199516,41938582530785,68384918,1292331269,1360716187,227,77
agentix_core,p00000,lats,16,41938949447659,41938998882482,41939747462718,49434823,748580236,798015059,381,44
agentix_core,p00000,lats,18,41938996185613,41939051891663,41939747599918,55706050,695708255,751414305,571,41
agentix_core,p00000,lats,15,41938656991939,41938702411874,41940692587007,45419935,1990175133,2035595068,418,116
agentix_core,p00000,lats,19,41938770803120,41938825283769,41940991362674,54480649,2166078905,2220559554,279,126
agentix_core,p00000,lats,17,41938585112625,41938631746168,41941570538065,46633543,2938791897,2985425440,460,169
agentix_core,p00000,lats,23,41941574174336,41941621281412,41942726577648,47107076,1105296236,1152403312,669,64
agentix_core,p00000,lats,22,41941853991979,41941895216144,41943035910560,41224165,1140694416,1181918581,529,67
agentix_core,p00000,lats,21,41941726582428,41941755729094,41943310895728,29146666,1555166634,1584313300,132,91
