workload,phase,call_id,op_index,op_type,engine,instances,gpu_ns_mean,gpu_ns_median,gpu_ns_min,gpu_ns_max,gpu_ns_stdev,nvtx_cpu_ns_mean,nvtx_cpu_ns_median,nvtx_cpu_ns_min,nvtx_cpu_ns_max,kernels_per_instance,gpu_over_cpu_pct,kernel_families
planner_debate,measured,critic-a,0,prefill_embed,,3,2464,2464,2432,2496,26.1,95406.7,101616,81384,103220,1,2.6,other
planner_debate,measured,critic-a,1,prefill_layer00,,3,701232.3,701669,699908,702120,954.4,1252752.3,1285186,1176737,1296334,45,56.0,attention|concat|copy|elementwise_binary|elementwise_other|elementwise_unary|gemm|memset|reduce
planner_debate,measured,critic-a,2,prefill_layer01,,3,722321,702757,702279,761927,28006.4,1121986,1151819,1042076,1172063,45,64.4,attention|concat|copy|elementwise_binary|elementwise_other|elementwise_unary|gemm|memset|reduce
planner_debate,measured,critic-a,3,prefill_layer02,,3,715654.3,702053,701478,743432,19643.2,1095836.7,1134193,1015890,1137427,45,65.3,attention|concat|copy|elementwise_binary|elementwise_other|elementwise_unary|gemm|memset|reduce
planner_debate,measured,critic-a,4,prefill_layer03,,3,703867.7,704038,703335,704230,384.7,1097954,1130764,1001446,1161652,45,64.1,attention|concat|copy|elementwise_binary|elementwise_other|elementwise_unary|gemm|memset|reduce
planner_debate,measured,critic-a,5,prefill_layer04,,3,702225.3,702375,701862,702439,258.2,1071866,1089706,1002171,1123721,45,65.5,attention|concat|copy|elementwise_binary|elementwise_other|elementwise_unary|gemm|memset|reduce
planner_debate,measured,critic-a,6,prefill_layer05,ve,3,701084.3,701158,700583,701512,382.8,1072640,1077007,1019314,1121599,45,65.4,attention|concat|copy|elementwise_binary|elementwise_other|elementwise_unary|gemm|memset|reduce
planner_debate,measured,critic-a,7,prefill_layer06,ve,3,703185,702918,702759,703878,494.3,1095375,1078786,1051967,1155372,45,64.2,attention|concat|copy|elementwise_binary|elementwise_other|elementwise_unary|gemm|memset|reduce
planner_debate,measured,critic-a,8,prefill_layer07,ve,3,702301.3,702118,701736,703050,551.9,1066588.3,1065085,1031014,1103666,45,65.8,attention|concat|copy|elementwise_binary|elementwise_other|elementwise_unary|gemm|memset|reduce
planner_debate,measured,critic-a,9,prefill_layer08,,3,703184.7,702853,702695,704006,584.3,1039719.7,1017086,1012767,1089306,45,67.6,attention|concat|copy|elementwise_binary|elementwise_other|elementwise_unary|gemm|memset|reduce
planner_debate,measured,critic-a,10,prefill_layer09,me,3,742193.3,702214,701478,822888,57060.5,1038267,1028711,993703,1092387,45,71.5,attention|concat|copy|elementwise_binary|elementwise_other|elementwise_unary|gemm|memset|reduce
planner_debate,measured,critic-a,11,prefill_layer10,me,3,702577.3,702984,701543,703205,736.9,1062850,1085586,992564,1110400,45,66.1,attention|concat|copy|elementwise_binary|elementwise_other|elementwise_unary|gemm|memset|reduce
planner_debate,measured,critic-a,12,prefill_layer11,me,3,702257,702117,701926,702728,342.1,1068231.7,1086782,1031120,1086793,45,65.7,attention|concat|copy|elementwise_binary|elementwise_other|elementwise_unary|gemm|memset|reduce
planner_debate,measured,critic-a,13,prefill_layer12,de,3,704049.3,704167,703463,704518,438.7,1072569.7,1072460,1056587,1088662,45,65.6,attention|concat|copy|elementwise_binary|elementwise_other|elementwise_unary|gemm|memset|reduce
planner_debate,measured,critic-a,14,prefill_layer13,de,3,703995.3,704070,703270,704646,564.2,1059868.7,1065718,1025443,1088445,45,66.4,attention|concat|copy|elementwise_binary|elementwise_other|elementwise_unary|gemm|memset|reduce
