policy,program_id,class,call_index,submit_ns,first_token_ns,finish_ns,queue_wait_ns,decode_ns,call_ns,prompt_tokens,output_tokens
agentix_core,p00000,lats,0,41693843095405,41693896738097,41694134089007,53642692,237350910,290993602,356,37
agentix_core,p00000,lats,4,41693843982830,41693904445844,41694154040824,60463014,249594980,310057994,512,40
agentix_core,p00000,lats,3,41693843837129,41693904436014,41694193404911,60598885,288968897,349567782,508,48
agentix_core,p00000,lats,2,41693843701232,41693904424114,41694223358565,60722882,318934451,379657333,265,54
agentix_core,p00000,lats,1,41693843473315,41693904411993,41694376362015,60938678,471950022,532888700,258,88
agentix_core,p00000,lats,5,41694468033158,41694494893891,41694651017174,26860733,156123283,182984016,337,28
agentix_core,p00000,lats,8,41694584199001,41694611543263,41694833280440,27344262,221737177,249081439,516,36
agentix_core,p00000,lats,7,41694561078607,41694608766806,41694862692647,47688199,253925841,301614040,480,43
agentix_core,p00000,lats,6,41694459059345,41694490645373,41695197738515,31586028,707093142,738679170,643,124
agentix_core,p00000,lats,9,41694489194237,41694518379793,41695202037088,29185556,683657295,712842851,551,121
agentix_core,p00000,lats,14,41695221631228,41695258091132,41695424369104,36459904,166277972,202737876,475,32
agentix_core,p00000,lats,11,41695227645545,41695260839784,41695546888997,33194239,286049213,319243452,253,54
agentix_core,p00000,lats,10,41695341688566,41695367561384,41695631123640,25872818,263562256,289435074,719,53
agentix_core,p00000,lats,12,41695309930567,41695333704518,41695745569577,23773951,411865059,435639010,227,77
agentix_core,p00000,lats,13,41695483845402,41695507756107,41695850136245,23910705,342380138,366290843,436,66
agentix_core,p00000,lats,16,41696218585407,41696241935166,41696479707199,23349759,237772033,261121792,381,44
agentix_core,p00000,lats,18,41696263632457,41696288198896,41696504990203,24566439,216791307,241357746,571,41
agentix_core,p00000,lats,15,41695923509602,41695948546483,41696579404104,25036881,630857621,655894502,418,116
agentix_core,p00000,lats,19,41696039182213,41696066801371,41696738798879,27619158,671997508,699616666,279,126
agentix_core,p00000,lats,17,41695852729904,41695875736166,41696770756155,23006262,895019989,918026251,460,169
agentix_core,p00000,lats,23,41696774364441,41696800622291,41697133145798,26257850,332523507,358781357,669,64
agentix_core,p00000,lats,21,41696927056389,41696948408461,41697439439179,21352072,491030718,512382790,132,91
agentix_core,p00000,lats,22,41697054285978,41697073189641,41697444317758,18903663,371128117,390031780,529,67
agentix_core,p00000,lats,24,41696857331173,41696894906518,41697563430058,37575345,668523540,706098885,341,126
agentix_core,p00000,lats,20,41696873670168,41696897433422,41697590356563,23763254,692923141,716686395,344,131
agentix_core,p00000,lats,26,41697627932842,41697683030771,41697882222948,55097929,199192177,254290106,305,39
agentix_core,p00000,lats,25,41697632686766,41697683042013,41697882339912,50355247,199297899,249653146,275,39
